mmsi,risk_score,is_iuu
412333749,0.9942138408824027,1
412328751,0.9941745289569757,1
412328746,0.9941293556625007,1
412328748,0.9939922330607457,1
412337668,0.993950194558011,0
412566858,0.9936243484546983,0
412502602,0.9936243484546983,0
413875406,0.9936003830899092,0
412549274,0.9935697462610501,0
412479854,0.9935320894364476,0
412503537,0.993435896898041,0
412440719,0.9934052844575512,0
412116666,0.9933887576382902,0
412523657,0.993361854104543,0
412465053,0.993361854104543,0
412503612,0.993361854104543,0
412282046,0.993341908796638,0
412501034,0.9932816672832112,0
413018065,0.9932357498106031,0
412503535,0.9932296522943457,0
412337662,0.9932132620944779,0
412520378,0.993142200470599,0
412520889,0.9931086289402328,0
412403432,0.9930819064762626,0
412450405,0.9930733173804818,0
412419628,0.9930271751379002,0
412503429,0.9930130503103006,0
412284904,0.9930060839874798,0
412888133,0.9930052645564612,0
412440822,0.9929318356035837,0
412556895,0.9929141759538382,0
412462426,0.992875054310227,0
412525765,0.9928116771376506,0
413875385,0.9927384320033167,0
412463018,0.992709835311826,0
412564989,0.9926835737787738,0
412443304,0.992676154771642,0
413086658,0.992670905716753,0
413565688,0.9925439250180832,0
412472793,0.9925251928093881,0
412658818,0.9925028796646351,0
412328738,0.9924569778838304,0
412281693,0.9924517963290298,0
412461875,0.9924517963290298,0
412954905,0.9924517963290298,0
412840738,0.9924517963290298,0
412326888,0.9924349379144547,0
412502311,0.992418813374271,0
412472657,0.9923949185902353,0
412524433,0.9923949185902353,0
412523613,0.9923949185902353,0
412201066,0.9923949185902353,0
412286885,0.9923777794392331,0
412440186,0.9923559403333041,0
412323173,0.9923465541352248,0
412464729,0.9923465541352248,0
413004069,0.9923465541352248,0
412325573,0.9923465541352248,0
412538996,0.9923465541352248,0
412007012,0.9923465541352248,0
412359488,0.9923465541352248,0
412420828,0.9922948422675917,0
412333748,0.9922566648563663,0
414203586,0.9922483177664342,0
412567893,0.9922337967479188,0
412328749,0.99222018135118,1
412500351,0.9922193129132965,0
412459974,0.9922193129132965,0
412364977,0.9922193129132965,0
412441376,0.9922141705669246,0
412329606,0.9921997594760186,0
412521238,0.9921611355831578,0
412449561,0.9921611355831578,0
412440373,0.9921476846289511,0
412329445,0.9921451523380367,0
412501093,0.9921335729027453,0
413888637,0.9921160327035778,0
412330165,0.9921160327035778,0
412552101,0.9921160327035778,0
412477416,0.9921160327035778,0
412331872,0.9921160327035778,0
412333743,0.9921052651086091,1
412440779,0.9920903369939714,0
412575063,0.9920690365327235,0
412451249,0.9920532300524766,0
413567172,0.9920468943863691,0
412105806,0.9920098704954566,0
412080897,0.9920098704954566,0
413198310,0.9919996243710474,0
412451576,0.9919996243710474,0
412330938,0.9919886975181849,0
412549029,0.9919832245024156,0
412453216,0.9919832245024156,0
412229035,0.9919832245024156,0
412229038,0.9919832245024156,0
412328734,0.9919827921964451,0
412124897,0.9919751519289932,0
412320533,0.9919504001939077,0
412287948,0.9919404084421302,0
412524557,0.9919404084421302,0
412500512,0.9919404084421302,0
412501094,0.9919205644501927,0
412678857,0.9919080922567896,0
412440544,0.9918731633327946,0
413556646,0.9918602641398111,0
412452917,0.9918602641398111,0
412200197,0.991842505744618,0
412311010,0.9918421619714487,0
412460425,0.9918356199001997,0
412328800,0.9918183772681592,0
412418803,0.991793607259188,0
412666677,0.991793607259188,0
412217296,0.991793607259188,0
412524575,0.99178661394104,0
412366889,0.99178661394104,0
412321088,0.99178661394104,0
412440462,0.9917860465716813,0
412420859,0.9917860465716813,0
412421087,0.9917860465716813,0
412416663,0.9917860465716813,0
412337819,0.9917787086410202,0
412695240,0.9917704928409075,0
412463494,0.9917669766615693,0
412365261,0.9917669766615693,0
412280347,0.9917669766615693,0
412225167,0.9917669766615693,0
412203278,0.9917626686289231,0
412280356,0.9917486268052277,0
412329499,0.9917486268052277,0
413863233,0.9917486268052277,0
412213905,0.9917437809574365,0
412699356,0.9917437809574365,0
412389962,0.9917437809574365,0
412335121,0.9917437809574365,0
413076356,0.9917437809574365,0
412500212,0.9917437809574365,0
412998199,0.9917437809574365,0
412226015,0.9917437809574365,0
412281697,0.9917377313660519,0
412212534,0.9917377313660519,0
412280397,0.9917377313660519,0
412421234,0.9917377313660519,0
412351108,0.9917377313660519,0
413272788,0.9917377313660519,0
412320141,0.9917377159966477,0
412364519,0.9917377159966477,0
412442261,0.9917129107736742,0
412499188,0.9917129107736742,0
412471373,0.9917129107736742,0
412436166,0.9916945843774404,0
412329682,0.9916936448125129,0
412229036,0.9916875686491223,0
412523748,0.9916875686491223,0
412368615,0.9916875686491223,0
412302659,0.9916875686491223,0
412058784,0.9916875686491223,0
412523894,0.9916875686491223,0
412353513,0.9916875686491223,0
412445357,0.9916875686491223,0
412328737,0.9916695044319657,0
412105805,0.9916638722349558,0
412118788,0.9916226172318539,0
412449401,0.9916226172318539,0
412200742,0.9916226172318539,0
412325829,0.9916226172318539,0
412320674,0.9916226172318539,0
412665007,0.9916226172318539,0
412321061,0.9916226172318539,0
412201409,0.9916226172318539,0
412838099,0.9916226172318539,0
412105017,0.9916226172318539,0
412450403,0.9916226172318539,0
412336929,0.9916226172318539,0
412287757,0.9916226172318539,0
412686688,0.9916226172318539,0
412281692,0.9916226172318539,0
414877000,0.9916226172318539,0
412217462,0.9916226172318539,0
412405987,0.9916226172318539,0
412200761,0.9916226172318539,0
412056858,0.9915542288374123,0
412207078,0.991510780594916,0
412429205,0.991510780594916,0
412321059,0.9914778190845757,0
413190722,0.9914529955797822,0
412423000,0.9914529955797822,0
412233983,0.9914529955797822,0
412556635,0.9914529955797822,0
412001828,0.9914529955797822,0
412321111,0.9914416972307887,0
412520356,0.991419811646291,0
