mmsi,risk_score
412440374,0.9998564015658722
412549274,0.9998499190501083
412341565,0.9998027913568546
412521533,0.9997858525937865
412328749,0.9997744094829296
412453217,0.9997488318232971
412326130,0.9997081139937298
412463276,0.9997028887813104
412486054,0.9996951692345286
412672230,0.9996906414019613
645380000,0.9996899161964816
412697270,0.9996770501614659
412426688,0.9996768897294719
412672260,0.9996584016424213
799,0.9996529059392462
412328751,0.9996434951491451
416669000,0.9995798439120189
412675720,0.9995759335306339
412585605,0.9995689887550118
412699060,0.9995616817615472
412420883,0.9995455423453691
412671330,0.9995409998987802
412881288,0.9995332482435171
412000924,0.9995239073495588
412699740,0.9995194604449201
412772109,0.9995183424697964
412699090,0.9995147123328366
412753450,0.9995105949882174
412440275,0.9995082672449905
412675680,0.999505570035883
431704210,0.9995007918025578
412540000,0.9995000621862847
412209086,0.9994957112368399
412654857,0.9994921534952269
412698720,0.9994900031263155
412674740,0.9994880138521215
412520378,0.9994776369471323
412673270,0.9994721295526507
412674980,0.9994669322854566
412698920,0.9994564476180839
412477416,0.9994418133170803
412440719,0.9994344393576607
412733218,0.999426432044708
412566858,0.999417198454052
412555678,0.999409872719122
412328746,0.9993931510526846
412460037,0.9993876877480945
412464121,0.9993820454457221
412329667,0.9993792745021856
412329676,0.9993700146064666
412285647,0.9993694964190208
412699760,0.9993592867115401
412465951,0.9993588007626254
412502459,0.9993538812926317
412420172,0.9993469141903949
412547428,0.9993260135690787
412698560,0.9993096466733157
412440111,0.9992982199744463
413888637,0.9992879876913028
413888636,0.999280183933637
412765421,0.9992768463480063
412327884,0.9992764282616721
431008225,0.9992553237539589
412327691,0.9992552784626065
412440887,0.9992445770791138
412699110,0.9992392013175905
412366779,0.9992311764411294
412000155,0.9992043687858024
412440756,0.9991953993777252
412524971,0.9991903394235148
412403432,0.9991851307040746
412686340,0.9991815949253129
431016428,0.9991766081707155
412331118,0.9991578610474284
412596856,0.9991172056164077
412440544,0.999116761025504
412596353,0.9990998075320758
525600574,0.9990978288668085
412556895,0.9990730705249736
412480001,0.9990699907451176
412453216,0.9990673844466808
412280734,0.999060792669237
998520422,0.9990455281362518
645381000,0.9990251644911349
412006002,0.9990237963077081
412420836,0.9990230467840248
422172405,0.99902210804417
412699750,0.9990080864637715
412702490,0.9990060940287182
412674950,0.9990019367575885
412672250,0.9989922595733013
412430456,0.9989903648252393
412329678,0.9989828501156786
413500223,0.9989703424839187
412596853,0.9989679133211309
413866688,0.9989648994627024
412695240,0.9989612845436073
412500512,0.9989595968705646
416042600,0.9989590740592709
412440377,0.9989567879578938
200017042,0.9989425437263995
574540081,0.9989396603320093
415369258,0.9989373510917791
412328794,0.9989346837182405
414203586,0.9989337449307176
412410046,0.9989336957236957
412523208,0.9989299932988436
412322011,0.9989266383993892
412328748,0.9989213235210088
412698040,0.9989165704665898
412333748,0.9989162218863534
412229036,0.9989098951510318
412549557,0.9989077715185827
412328735,0.9989060813389291
412502571,0.9988926458252254
412618029,0.9988900988048685
200014517,0.9988794100941861
412549472,0.9988682817864232
412328734,0.998866580848733
413000027,0.9988627983551778
412440376,0.9988386764563488
412672010,0.9988340816964016
412440372,0.9988337149711856
412440697,0.9988326064603671
412440489,0.9988291451499961
412596339,0.9988265307955503
412333743,0.9988212150319085
412440361,0.9988209965717187
412440369,0.998817546677698
413000396,0.9988160620920321
412440587,0.9988128077282009
412440586,0.9988074387255476
412674730,0.9987782493815319
412440785,0.9987712330147935
412524225,0.9987697130742719
412440676,0.9987667017276034
412675568,0.9987530821687532
412675570,0.9987521288615655
412440314,0.9987506252115043
412440722,0.9987228854243528
412422222,0.9986868689784159
412549469,0.9986824698561725
412421012,0.9986822806568217
525800317,0.9986783394666423
412328747,0.9986617680811298
412330938,0.9986549006432505
412440442,0.9986517433466366
412461527,0.9986486210006056
412440541,0.9986453551284123
412440436,0.9986421337680902
412461999,0.9986391089019745
412000788,0.9986367182119508
412549029,0.998635228209308
416005192,0.9986336930237804
412000061,0.9986298925422034
412646188,0.9986162733521616
200050533,0.9986134914972598
412323791,0.9986112170366039
412440696,0.998598982906544
412600058,0.9985935813314092
412501034,0.998592893772615
412321836,0.998592334027664
412410058,0.9985887324012883
412420173,0.9985838053451921
412420828,0.9985832762932764
412697540,0.9985704551249762
412330000,0.9985696713101343
412000837,0.9985678569316734
998538888,0.9985666260006716
